fecha,indicativo,nombre,provincia,tmin,longitud,latitud,altitud
2021-01-06,4358X,DON BENITO,BADAJOZ,-4.7,-5.880555555555556,38.955555555555556,273
2021-01-06,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,-7,-4.616388888888888,39.08861111111111,486
2021-01-06,6106X,ANTEQUERA,MALAGA,4.7,-4.748333333333333,37.029444444444444,408
2021-01-06,9698U,TALARN,LLEIDA,-6.8,0.8652777777777777,42.20527777777778,807
2021-01-06,4410X,MÉRIDA,BADAJOZ,-3.4,-6.385555555555556,38.91583333333333,228
2021-01-06,1331A,CASTROPOL,ASTURIAS,1,-7.0313888888888885,43.52472222222222,40
2021-01-06,1690A,OURENSE,OURENSE,-0.1,-7.859722222222222,42.32527777777778,143
2021-01-06,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,CASTELLON,-8,-0.25583333333333336,40.43333333333333,1131
2021-01-06,8025,ALICANTE/ALACANT,ALICANTE,2,-0.49416666666666664,38.3725,81
2021-01-06,9784P,BIELSA,HUESCA,-10,0.22472222222222224,42.63,992
2021-01-06,2331,BURGOS AEROPUERTO,BURGOS,-6.3,-3.620277777777778,42.356944444444444,891
2021-01-06,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,-2.7,-1.0041666666666667,41.660555555555554,249
2021-01-06,1109,SANTANDER AEROPUERTO,CANTABRIA,1.6,-3.8255555555555554,43.42388888888889,3
2021-01-06,6293X,ROQUETAS DE MAR,ALMERIA,9.5,-2.7016666666666667,36.68694444444444,3
2021-01-06,1212E,ASTURIAS AEROPUERTO,ASTURIAS,2.1,-6.0441666666666665,43.566944444444445,127
2021-01-06,9394X,CALATAYUD,ZARAGOZA,-6.5,-1.6452777777777778,41.33111111111111,582
2021-01-06,3094B,TARANCÓN,CUENCA,-2.6,-3.0213888888888887,40.01138888888889,808
2021-01-06,1059X,PUNTA GALEA,BIZKAIA,3.7,-3.0216666666666665,43.375,90
2021-01-06,1207U,"GIJÓN, CAMPUS",ASTURIAS,-1,-5.621111111111111,43.52305555555555,26
2021-01-06,6367B,HUÉRCAL-OVERA,ALMERIA,4.5,-1.9436111111111112,37.39055555555556,300
2021-01-06,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,-0.5,-1.2286111111111113,37.95777777777778,75
2021-01-06,7002Y,ÁGUILAS,MURCIA,7.5,-1.5869444444444445,37.41722222222222,26
2021-01-06,3191E,COLMENAR VIEJO,MADRID,-3.7,-3.765,40.69611111111111,1004
2021-01-06,0016A,REUS AEROPUERTO,TARRAGONA,-5.1,1.163611111111111,41.144999999999996,71
2021-01-06,8058X,OLIVA,VALENCIA,-0.6,-0.09583333333333333,38.928888888888885,5
2021-01-06,0367,GIRONA AEROPUERTO,GIRONA,-3,2.763333333333333,41.91166666666666,143
2021-01-06,7247X,PINOSO,ALICANTE,-5.1,-1.0380555555555557,38.39972222222222,575
2021-01-06,3200,GETAFE,MADRID,-4.4,-3.7222222222222223,40.29944444444444,620
2021-01-06,4103X,TOMELLOSO,CIUDAD REAL,-8,-3.0075,39.16916666666666,662
2021-01-06,3175,TORREJÓN DE ARDOZ,MADRID,-6.1,-3.443611111111111,40.48861111111111,607
2021-01-06,3129,MADRID AEROPUERTO,MADRID,-6.9,-3.5555555555555554,40.46666666666667,609
2021-01-06,4067,MADRIDEJOS,TOLEDO,-8.4,-3.5283333333333333,39.49194444444444,690
2021-01-06,1014A,SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,-1.4,-1.7922222222222222,43.356944444444444,4
2021-01-06,7031X,SAN JAVIER AEROPUERTO,MURCIA,5.9,-0.8058333333333334,37.77833333333333,4
2021-01-06,7209,LORCA,MURCIA,1.6,-1.6872222222222222,37.65472222222222,312
2021-01-06,3519X,PLASENCIA,CACERES,-1.7,-6.085833333333333,40.043055555555554,415
2021-01-06,2755X,BENAVENTE,ZAMORA,-5.2,-5.666666666666667,42.01083333333333,715
2021-01-06,8175,ALBACETE BASE AÉREA,ALBACETE,-9.1,-1.856388888888889,38.95416666666667,702
2021-01-06,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,-6,-1.213611111111111,42.490833333333335,626
2021-01-06,6277B,ADRA,ALMERIA,9.1,-3.0205555555555557,36.74722222222222,8
2021-01-06,9170,"LOGROÑO, AEROPUERTO",LA RIOJA,-2.8,-2.331111111111111,42.452222222222225,353
2021-01-06,9111,BELORADO,BURGOS,,-3.1702777777777778,42.42111111111111,820
2021-01-06,7031,SAN JAVIER AEROPUERTO,MURCIA,5.5,-0.8033333333333333,37.788888888888884,4
2021-01-06,5181D,ARROYO DEL OJANCO,JAEN,0,-2.8897222222222223,38.31472222222222,580
2021-01-06,B691Y,SA POBLA,ILLES BALEARS,-0.9,3.0166666666666666,39.74916666666667,40
2021-01-06,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,1.4,-4.392222222222222,43.39333333333333,38
2021-01-06,3260B,TOLEDO,TOLEDO,-5.5,-4.045277777777778,39.88472222222222,515
2021-01-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,-6.3,-3.7241666666666666,40.45166666666667,664
2021-01-06,1283U,CABO BUSTO,ASTURIAS,2.1,-6.47,43.56916666666667,60
2021-01-06,1083L,CASTRO URDIALES,CANTABRIA,2.8,-3.233888888888889,43.39472222222222,45
2021-01-06,2117D,ARANDA DE DUERO,BURGOS,-8.4,-3.742777777777778,41.66583333333333,790
2021-01-06,5514,GRANADA BASE AÉREA,GRANADA,-0.1,-3.631388888888889,37.13722222222222,687
2021-01-06,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,-1,2.7130555555555556,39.735,1030
2021-01-06,5860E,"MOGUER, EL ARENOSILLO",HUELVA,5,-6.7380555555555555,37.09805555555556,41
2021-01-06,2465,SEGOVIA,SEGOVIA,-5.2,-4.126388888888888,40.945277777777775,1005
2021-01-06,B228,"PALMA, PUERTO",ILLES BALEARS,3.1,2.625277777777778,39.555277777777775,3
2021-01-06,B013X,"ESCORCA, LLUC",ILLES BALEARS,-1.1,2.8858333333333333,39.82333333333334,490
2021-01-06,4090Y,SAN CLEMENTE,CUENCA,-6.5,-2.4205555555555556,39.416666666666664,728
2021-01-06,0324A,RIPOLL,GIRONA,-8.7,2.196111111111111,42.19138888888889,675
2021-01-06,5995B,VEJER DE LA FRONTERA,CADIZ,7,-5.965,36.245555555555555,186
2021-01-06,1473A,PADRÓN,A CORUÑA,-1.3,-8.627222222222223,42.73833333333334,100
2021-01-06,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,0,-2.041111111111111,43.30638888888888,251
2021-01-06,9619,LA SEU D'URGELL,LLEIDA,-10.2,1.4630555555555556,42.35472222222222,677
2021-01-06,5427X,DOÑA MENCÍA,CORDOBA,3.7,-4.353888888888888,37.55611111111111,650
2021-01-06,1082,BILBAO AEROPUERTO,BIZKAIA,1.6,-2.906388888888889,43.29805555555556,42
2021-01-06,B569X,CAPDEPERA,ILLES BALEARS,7,3.4780555555555557,39.71666666666667,57
2021-01-06,7145D,CIEZA,MURCIA,-0.1,-1.3805555555555555,38.23277777777778,265
2021-01-06,5402,CÓRDOBA AEROPUERTO,CORDOBA,2.4,-4.846666666666667,37.848888888888894,90
2021-01-06,1387E,A CORUÑA AEROPUERTO,A CORUÑA,-2.5,-8.371944444444445,43.30694444444444,98
2021-01-06,5641X,ÉCIJA,SEVILLA,5.8,-5.085,37.51611111111111,130
2021-01-06,4148,VISO DEL MARQUÉS,CIUDAD REAL,-5.7,-3.5666666666666664,38.518055555555556,804
2021-01-06,1002Y,"BAZTAN, IRURITA",NAVARRA,-3.4,-1.5430555555555554,43.13583333333333,183
2021-01-06,6058I,ESTEPONA,MALAGA,9.3,-5.155,36.41694444444444,19
2021-01-06,9898,"HUESCA, AEROPUERTO",HUESCA,-5.4,-0.32555555555555554,42.08444444444444,546
2021-01-06,9569A,CALANDA,TERUEL,-2.4,-0.23777777777777778,40.946666666666665,466
2021-01-06,1505,LUGO AEROPUERTO,LUGO,-2.6,-7.4575000000000005,43.11138888888889,445
2021-01-06,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,-5.1,-5.651111111111112,42.58833333333334,912
2021-01-06,7096B,HELLÍN,ALBACETE,-2.4,-1.7030555555555555,38.54194444444444,646
2021-01-06,5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,0.4,-6.055833333333333,36.75055555555556,27
2021-01-06,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,-2.5,-0.935,41.62083333333334,254
2021-01-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,3.7,-0.5708333333333333,38.282777777777774,43
2021-01-06,8500A,CASTELLÓN - ALMASSORA,CASTELLON,1.6,-0.07194444444444445,39.95722222222223,43
2021-01-06,5796,MORÓN DE LA FRONTERA,SEVILLA,1.2,-5.6113888888888885,37.16444444444444,87
2021-01-06,5047E,BAZA,GRANADA,-0.8,-2.735,37.505833333333335,785
2021-01-06,5972X,SAN FERNANDO,CADIZ,5,-6.205555555555556,36.46555555555556,28
2021-01-06,1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,0,-8.555833333333334,42.876111111111115,240
2021-01-06,0076,BARCELONA AEROPUERTO,BARCELONA,-0.5,2.0700000000000003,41.29277777777778,4
2021-01-06,4061X,QUINTANAR DE LA ORDEN,TOLEDO,-5.4,-3.0469444444444442,39.597500000000004,691
2021-01-06,3110C,BUITRAGO DEL LOZOYA,MADRID,-8.3,-3.613611111111111,41.00694444444444,1030
2021-01-06,9990X,"NAUT ARAN, ARTIES",LLEIDA,-10.7,0.8769444444444445,42.70027777777778,1161
2021-01-06,8325X,POLINYÀ DE XÚQUER,VALENCIA,1.4,-0.3719444444444444,39.18472222222222,12
2021-01-06,2867,SALAMANCA AEROPUERTO,SALAMANCA,-9,-5.498333333333333,40.95944444444445,790
2021-01-06,B346X,PORRERES,ILLES BALEARS,-1.1,3.0191666666666666,39.52166666666667,120
2021-01-06,2235U,CERVERA DE PISUERGA,PALENCIA,-7.2,-4.52,42.870555555555555,1140
2021-01-06,1221D,PAJARES-VALGRANDE,ASTURIAS,-9,-5.776388888888889,42.978611111111114,1480
2021-01-06,2775X,VILLARDECIERVOS,ZAMORA,-8.9,-6.279722222222222,41.94138888888889,850
2021-01-06,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,2.3,0.49333333333333335,40.82027777777778,50
2021-01-06,3434X,NAVALMORAL DE LA MATA,CACERES,-5.2,-5.5825,39.94583333333333,269
2021-01-06,1041A,ZUMAIA,GIPUZKOA,1,-2.2511111111111113,43.30222222222222,28
2021-01-06,4267X,HINOJOSA DEL DUQUE,CORDOBA,-5.6,-5.1211111111111105,38.49861111111111,551
2021-01-06,9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,-4.4,-1.475277777777778,42.198611111111106,295
2021-01-06,4386B,LLERENA,BADAJOZ,-2.5,-6.016944444444444,38.23166666666667,655
2021-01-06,4452,BADAJOZ AEROPUERTO,BADAJOZ,-2.1,-6.813888888888889,38.88333333333333,185
2021-01-06,3391,SOTILLO DE LA ADRADA,AVILA,-4.2,-4.590833333333333,40.28861111111111,630
2021-01-06,5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,-1.9,-4.608888888888888,38.33305555555556,750
2021-01-06,9263X,"ARANGUREN, ILUNDAIN",NAVARRA,-3.4,-1.5325,42.77611111111111,572
2021-01-06,3111D,SOMOSIERRA,MADRID,-8.7,-3.5802777777777774,41.135555555555555,1450
2021-01-06,3013,MOLINA DE ARAGÓN,GUADALAJARA,-12,-1.8788888888888888,40.84166666666667,1062
2021-01-06,8293X,XÀTIVA,VALENCIA,-2.3,-0.5236111111111111,39.001666666666665,88
2021-01-06,0372C,PORQUERES,GIRONA,-4.3,2.763611111111111,42.10444444444445,157
2021-01-06,5704B,CAZALLA DE LA SIERRA,SEVILLA,-1.7,-5.769722222222222,37.92638888888889,550
2021-01-06,8414A,VALENCIA AEROPUERTO,VALENCIA,-2.3,-0.4747222222222222,39.485,56
2021-01-06,1735X,XINZO DE LIMIA,OURENSE,-6.9,-7.733611111111111,42.07916666666667,616
2021-01-06,5270B,JAÉN,JAEN,2.3,-3.8088888888888888,37.777499999999996,580
2021-01-06,9563X,CASTELLFORT,CASTELLON,-4.8,-0.18666666666666665,40.49861111111111,1220
2021-01-06,1700X,O CARBALLIÑO,OURENSE,-1,-8.092500000000001,42.421388888888885,400
2021-01-06,3526X,CORIA,CACERES,-4.1,-6.5575,40.00361111111111,313
2021-01-06,1387,A CORUÑA,A CORUÑA,2.3,-8.421388888888888,43.365833333333335,58
2021-01-06,9381I,CALAMOCHA,TERUEL,-8.6,-1.2933333333333332,40.92611111111111,890
2021-01-06,4121,CIUDAD REAL,CIUDAD REAL,-6.2,-3.9202777777777778,38.98916666666667,628
2021-01-06,8177A,CHINCHILLA,ALBACETE,-5.8,-1.66,38.93583333333333,880
2021-01-06,1183X,LLANES,ASTURIAS,2.7,-4.748055555555555,43.42027777777778,10
2021-01-06,8368U,TERUEL,TERUEL,-8.8,-1.1241666666666668,40.35055555555556,900
2021-01-06,8178D,ALBACETE,ALBACETE,-8,-1.8622222222222222,39.00555555555555,676
2021-01-06,8416Y,"VALÈNCIA, VIVEROS",VALENCIA,1.7,-0.3663888888888889,39.480555555555554,11
2021-01-06,5783,SEVILLA AEROPUERTO,SEVILLA,2,-5.879166666666667,37.416666666666664,34
2021-01-06,6205X,TORROX,MALAGA,9.7,-3.957222222222222,36.72638888888889,3
2021-01-06,1400,FISTERRA,A CORUÑA,3.5,-9.29138888888889,42.92472222222222,230
2021-01-06,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,9.1,-4.4816666666666665,36.717777777777776,54
2021-01-06,5530E,GRANADA AEROPUERTO,GRANADA,1.7,-3.7894444444444444,37.189722222222215,567
2021-01-06,6084X,FUENGIROLA,MALAGA,10.4,-4.618333333333334,36.53861111111111,8
2021-01-06,1078I,GÜEÑES,BIZKAIA,1.2,-3.104722222222222,43.20333333333333,208
2021-01-06,9208E,ARAGÜÉS DEL PUERTO,HUESCA,-9.2,-0.6730555555555555,42.70888888888889,1040
2021-01-06,0200E,"BARCELONA, FABRA",BARCELONA,1,2.1241666666666665,41.41833333333333,408
2021-01-06,9019B,"VALDERREDIBLE, POLIENTES",CANTABRIA,-5.2,-3.933888888888889,42.80638888888888,720
2021-01-06,2946X,SAELICES EL CHICO,SALAMANCA,-7.7,-6.6,40.635,680
2021-01-06,1549,PONFERRADA,LEON,-4,-6.6,42.56388888888888,534
2021-01-06,3100B,ARANJUEZ,MADRID,-8,-3.546111111111111,40.06722222222223,540
2021-01-06,4147X,VALDEPEÑAS,CIUDAD REAL,-6.3,-3.391388888888889,38.75055555555556,700
2021-01-06,2400E,AUTILLA DEL PINO,PALENCIA,-5.3,-4.602777777777778,41.995555555555555,874
2021-01-06,5000C,CEUTA,CEUTA,9.7,-5.3469444444444445,35.88861111111111,87
2021-01-06,9051,MEDINA DE POMAR,BURGOS,-5.1,-3.4827777777777778,42.919999999999995,580
2021-01-06,7275C,YECLA,MURCIA,-6.8,-1.159722222222222,38.60166666666667,640
2021-01-06,2298,PALACIOS DE LA SIERRA,BURGOS,-13.2,-3.131666666666667,41.959722222222226,1080
2021-01-06,3168D,GUADALAJARA,GUADALAJARA,-5.6,-3.15,40.63027777777778,721
2021-01-06,9585,LA MOLINA,GIRONA,-10.2,1.9394444444444445,42.3325,1703
2021-01-06,2462,PUERTO DE NAVACERRADA,MADRID,-9.7,-4.010555555555555,40.793055555555554,1894
2021-01-06,2630X,PUERTO DE SAN ISIDRO,LEON,-13.1,-5.376944444444444,43.06222222222222,1510
2021-01-06,B278,"PALMA DE MALLORCA, AEROPUERTO",ILLES BALEARS,-2.4,2.736666666666667,39.56083333333333,8
2021-01-06,3298X,SAN PABLO DE LOS MONTES,TOLEDO,-3.5,-4.350555555555555,39.54694444444444,917
2021-01-06,4244X,HERRERA DEL DUQUE,BADAJOZ,-4.8,-5.062222222222222,39.169444444444444,447
2021-01-06,2539,VALLADOLID AEROPUERTO,VALLADOLID,-7.4,-4.855555555555555,41.71194444444445,846
2021-01-06,7178I,MURCIA,MURCIA,2.4,-1.1708333333333334,38.00194444444445,61
2021-01-06,2444,ÁVILA,AVILA,-7.9,-4.680000000000001,40.659166666666664,1130
2021-01-06,6302A,ABLA,ALMERIA,2.6,-2.78,37.14138888888889,869
2021-01-06,3196,"MADRID, CUATRO VIENTOS",MADRID,-3.2,-3.786111111111111,40.37555555555556,690
2021-01-06,2030,SORIA,SORIA,-8.9,-2.4830555555555556,41.775,1082
2021-01-06,4560Y,ALAJAR,HUELVA,0.6,-6.675000000000001,37.868611111111115,572
2021-01-06,1050J,ELGOIBAR,GIPUZKOA,-1.8,-2.413333333333333,43.20944444444445,119
2021-01-06,0149X,MANRESA,BARCELONA,-5.3,1.840277777777778,41.72,291
2021-01-06,8309X,UTIEL,VALENCIA,-6.2,-1.2447222222222223,39.57555555555556,758
2021-01-06,1393,CABO VILÁN,A CORUÑA,4.1,-9.210833333333333,43.160555555555554,50
2021-01-06,1495,VIGO AEROPUERTO,PONTEVEDRA,-1,-8.623888888888889,42.23861111111111,261
2021-01-06,1249X,OVIEDO,ASTURIAS,0.5,-5.874166666666667,43.35333333333333,336
2021-01-06,5582A,LOJA,GRANADA,,-4.152777777777779,37.16111111111111,760
2021-01-06,6155A,MÁLAGA AEROPUERTO,MALAGA,9,-4.482222222222222,36.66611111111111,5
2021-01-06,3576X,VALENCIA DE ALCÁNTARA,CACERES,-4.2,-7.231111111111111,39.414722222222224,444
2021-01-06,2870,SALAMANCA,SALAMANCA,-5.9,-5.662222222222223,40.9575,775
2021-01-06,9201K,JACA,HUESCA,-8.9,-0.5469444444444445,42.57888888888889,823
2021-01-06,1351,ESTACA DE BARES,A CORUÑA,4.4,-7.684722222222223,43.78611111111111,80
2021-01-06,3266A,PUERTO ALTO DEL LEÓN,MADRID,-7.4,-4.141944444444444,40.70638888888889,1532
2021-01-06,1631E,A POBRA DE TRIVES,OURENSE,-6.6,-7.2825,42.339444444444446,840
2021-01-06,7012C,CARTAGENA,MURCIA,6.4,-0.9877777777777778,37.60111111111111,17
2021-01-06,1057B,MACHICHACO,BIZKAIA,2.1,-2.7527777777777778,43.45388888888889,93
2021-01-06,3338,ROBLEDO DE CHAVELA,MADRID,-5.9,-4.25,40.42777777777778,763
2021-01-06,2374X,CARRIÓN DE LOS CONDES,PALENCIA,-4.4,-4.617222222222223,42.350833333333334,830
2021-01-06,1484C,PONTEVEDRA,PONTEVEDRA,-0.4,-8.615833333333333,42.43833333333333,108
2021-01-06,0252D,ARENYS DE MAR,BARCELONA,1.3,2.54,41.587500000000006,74
2021-01-06,5911A,GRAZALEMA,CADIZ,-0.1,-5.3741666666666665,36.760555555555555,913
2021-01-06,1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,-1,-8.410555555555556,42.88805555555555,370
2021-01-06,0201D,BARCELONA,BARCELONA,2,2.2,41.39055555555556,6
2021-01-06,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,-6.4,-2.735,42.88194444444444,513
2021-01-06,3365A,TALAVERA DE LA REINA,TOLEDO,-5,-4.863611111111111,39.95861111111111,372
2021-01-06,5298X,ANDÚJAR,JAEN,0,-4.0633333333333335,38.02305555555555,202
2021-01-06,6000A,MELILLA,MELILLA,9.1,-2.956388888888889,35.27638888888889,52
2021-01-06,5973,CÁDIZ,CADIZ,5.8,-6.257777777777778,36.499722222222225,2
2021-01-06,2916A,VITIGUDINO,SALAMANCA,-5.4,-6.437777777777778,41.01138888888889,769
2021-01-06,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,-10.4,-3.475277777777778,41.19194444444444,1798
2021-01-06,9771C,LLEIDA,LLEIDA,-5.6,0.5980555555555556,41.626111111111115,185
2021-01-06,9390,DAROCA,ZARAGOZA,-8,-1.41,41.114444444444445,779
2021-01-06,2614,ZAMORA,ZAMORA,-6.3,-5.735277777777778,41.51555555555556,656
2021-01-06,1208H,"GIJÓN, PUERTO",ASTURIAS,4.1,-5.700833333333334,43.559999999999995,5
2021-01-06,1037Y,ZUMARRAGA,GIPUZKOA,-4.7,-2.3175,43.080000000000005,420
2021-01-06,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,-2.2,-6.765,38.29861111111111,381
2021-01-06,9001D,REINOSA,CANTABRIA,-11.5,-4.160555555555556,42.99194444444444,870
2021-01-06,8096,CUENCA,CUENCA,-7.1,-2.1319444444444446,40.06722222222223,948
2021-01-06,6325O,ALMERÍA AEROPUERTO,ALMERIA,9.1,-2.3569444444444447,36.84638888888889,21
2021-01-06,1542,PUERTO DE LEITARIEGOS,ASTURIAS,-10.9,-6.4141666666666675,42.994166666666665,1530
2021-01-06,1111X,SANTANDER,CANTABRIA,3.6,-3.8005555555555555,43.49111111111111,52
2021-01-06,4642E,"HUELVA, RONDA ESTE",HUELVA,1.9,-6.911666666666667,37.27833333333333,19
2021-01-06,2422,VALLADOLID,VALLADOLID,-5.9,-4.754444444444444,41.64083333333333,735
2021-01-06,5910,"ROTA, BASE NAVAL",CADIZ,3.2,-6.3325,36.638888888888886,21
2021-01-06,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,-6.8,-2.7327777777777778,42.871944444444445,513
2021-01-06,4549Y,AYAMONTE,HUELVA,3.3,-7.3950000000000005,37.19472222222222,2
2021-01-06,3130C,SIGÜENZA,GUADALAJARA,-10.1,-2.618055555555556,41.08638888888889,1005
2021-01-06,2737E,LAGUNAS DE SOMOZA,LEON,-7.8,-6.196666666666667,42.3775,1020
2021-01-06,1210X,CABO PEÑAS,ASTURIAS,3.6,-5.8486111111111105,43.655833333333334,100
2021-01-06,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,0,1.3844444444444444,38.87638888888889,6
2021-01-06,3469A,CÁCERES,CACERES,-4,-6.338888888888889,39.47138888888889,394
2021-01-06,8050X,JÁVEA/ XÀBIA,ALICANTE,-1.6,0.16777777777777778,38.78361111111111,15
2021-01-06,9262,PAMPLONA,NAVARRA,-3.1,-1.6383333333333332,42.81777777777778,450
2021-01-06,6001,TARIFA,CADIZ,10.1,-5.598888888888888,36.013888888888886,32
2021-01-06,9263D,"PAMPLONA, AEROPUERTO",NAVARRA,-4.4,-1.65,42.776944444444446,459
2021-01-06,3044X,CAÑIZARES,CUENCA,-9.2,-2.15,40.530277777777776,928
2021-01-06,3195,"MADRID, RETIRO",MADRID,-2.2,-3.6780555555555554,40.411944444444444,667
2021-01-06,B893,"MENORCA, AEROPUERTO",ILLES BALEARS,-0.6,4.2155555555555555,39.85472222222222,91
2021-01-06,9573X,ALCAÑIZ,TERUEL,-3.4,-0.14166666666666666,41.058055555555555,334
