fecha,indicativo,nombre,provincia,tmin,longitud,latitud,altitud
2021-01-07,B893,"MENORCA, AEROPUERTO",ILLES BALEARS,5.1,4.2155555555555555,39.85472222222222,91
2021-01-07,9573X,ALCAÑIZ,TERUEL,-3.5,-0.14166666666666666,41.058055555555555,334
2021-01-07,7119B,CARAVACA DE LA CRUZ,MURCIA,0.4,-1.8772222222222223,38.1025,643
2021-01-07,0255B,SANTA SUSANNA,BARCELONA,1.9,2.6969444444444446,41.65083333333333,40
2021-01-07,5612B,LA RODA DE ANDALUCÍA,SEVILLA,4.9,-4.77,37.19444444444444,410
2021-01-08,4358X,DON BENITO,BADAJOZ,2.9,-5.880555555555556,38.955555555555556,273
2021-01-08,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,0.9,-4.616388888888888,39.08861111111111,486
2021-01-08,6106X,ANTEQUERA,MALAGA,5.8,-4.748333333333333,37.029444444444444,408
2021-01-08,9698U,TALARN,LLEIDA,-6.4,0.8652777777777777,42.20527777777778,807
2021-01-08,4410X,MÉRIDA,BADAJOZ,2.5,-6.385555555555556,38.91583333333333,228
2021-01-08,1331A,CASTROPOL,ASTURIAS,-1.7,-7.0313888888888885,43.52472222222222,40
2021-01-08,1690A,OURENSE,OURENSE,-1.4,-7.859722222222222,42.32527777777778,143
2021-01-08,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,CASTELLON,-4.6,-0.25583333333333336,40.43333333333333,1131
2021-01-08,8025,ALICANTE/ALACANT,ALICANTE,6.3,-0.49416666666666664,38.3725,81
2021-01-08,9784P,BIELSA,HUESCA,,0.22472222222222224,42.63,992
2021-01-08,2331,BURGOS AEROPUERTO,BURGOS,-5.9,-3.620277777777778,42.356944444444444,891
2021-01-08,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,-2.9,-1.0041666666666667,41.660555555555554,249
2021-01-08,1109,SANTANDER AEROPUERTO,CANTABRIA,-0.6,-3.8255555555555554,43.42388888888889,3
2021-01-08,6293X,ROQUETAS DE MAR,ALMERIA,9,-2.7016666666666667,36.68694444444444,3
2021-01-08,1212E,ASTURIAS AEROPUERTO,ASTURIAS,-0.6,-6.0441666666666665,43.566944444444445,127
2021-01-08,9394X,CALATAYUD,ZARAGOZA,-5.5,-1.6452777777777778,41.33111111111111,582
2021-01-08,3094B,TARANCÓN,CUENCA,-2.2,-3.0213888888888887,40.01138888888889,808
2021-01-08,1059X,PUNTA GALEA,BIZKAIA,2.1,-3.0216666666666665,43.375,90
2021-01-08,1207U,"GIJÓN, CAMPUS",ASTURIAS,-2.6,-5.621111111111111,43.52305555555555,26
2021-01-08,6367B,HUÉRCAL-OVERA,ALMERIA,4.3,-1.9436111111111112,37.39055555555556,300
2021-01-08,7228,"ALCANTARILLA, BASE AÉREA",MURCIA,3.4,-1.2286111111111113,37.95777777777778,75
2021-01-08,7002Y,ÁGUILAS,MURCIA,6.9,-1.5869444444444445,37.41722222222222,26
2021-01-08,3191E,COLMENAR VIEJO,MADRID,-2.9,-3.765,40.69611111111111,1004
2021-01-08,0016A,REUS AEROPUERTO,TARRAGONA,-3,1.163611111111111,41.144999999999996,71
2021-01-08,8058X,OLIVA,VALENCIA,5.2,-0.09583333333333333,38.928888888888885,5
2021-01-08,0367,GIRONA AEROPUERTO,GIRONA,-3.7,2.763333333333333,41.91166666666666,143
2021-01-08,7247X,PINOSO,ALICANTE,1,-1.0380555555555557,38.39972222222222,575
2021-01-08,3200,GETAFE,MADRID,-1.6,-3.7222222222222223,40.29944444444444,620
2021-01-08,3175,TORREJÓN DE ARDOZ,MADRID,-5.6,-3.443611111111111,40.48861111111111,607
2021-01-08,3129,MADRID AEROPUERTO,MADRID,-4.3,-3.5555555555555554,40.46666666666667,609
2021-01-08,4067,MADRIDEJOS,TOLEDO,,-3.5283333333333333,39.49194444444444,690
2021-01-08,1014A,SAN SEBASTIÁN AEROPUERTO,GIPUZKOA,-3,-1.7922222222222222,43.356944444444444,4
2021-01-08,7031X,SAN JAVIER AEROPUERTO,MURCIA,6.2,-0.8058333333333334,37.77833333333333,4
2021-01-08,7209,LORCA,MURCIA,3.2,-1.6872222222222222,37.65472222222222,312
2021-01-08,3519X,PLASENCIA,CACERES,-1.1,-6.085833333333333,40.043055555555554,415
2021-01-08,2755X,BENAVENTE,ZAMORA,-5.7,-5.666666666666667,42.01083333333333,715
2021-01-08,8175,ALBACETE BASE AÉREA,ALBACETE,-0.2,-1.856388888888889,38.95416666666667,702
2021-01-08,9244X,SOS DEL REY CATÓLICO,ZARAGOZA,-8.8,-1.213611111111111,42.490833333333335,626
2021-01-08,6277B,ADRA,ALMERIA,9.3,-3.0205555555555557,36.74722222222222,8
2021-01-08,9170,"LOGROÑO, AEROPUERTO",LA RIOJA,-2.1,-2.331111111111111,42.452222222222225,353
2021-01-08,9111,BELORADO,BURGOS,,-3.1702777777777778,42.42111111111111,820
2021-01-08,7031,SAN JAVIER AEROPUERTO,MURCIA,5.5,-0.8033333333333333,37.788888888888884,4
2021-01-08,5181D,ARROYO DEL OJANCO,JAEN,3,-2.8897222222222223,38.31472222222222,580
2021-01-08,B691Y,SA POBLA,ILLES BALEARS,6.6,3.0166666666666666,39.74916666666667,40
2021-01-08,1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,0.1,-4.392222222222222,43.39333333333333,38
2021-01-08,3260B,TOLEDO,TOLEDO,-1.1,-4.045277777777778,39.88472222222222,515
2021-01-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,-3,-3.7241666666666666,40.45166666666667,664
2021-01-08,1283U,CABO BUSTO,ASTURIAS,0.8,-6.47,43.56916666666667,60
2021-01-08,1083L,CASTRO URDIALES,CANTABRIA,2.2,-3.233888888888889,43.39472222222222,45
2021-01-08,2117D,ARANDA DE DUERO,BURGOS,-10.2,-3.742777777777778,41.66583333333333,790
2021-01-08,5514,GRANADA BASE AÉREA,GRANADA,3.5,-3.631388888888889,37.13722222222222,687
2021-01-08,B248,"SIERRA DE ALFABIA, BUNYOLA",ILLES BALEARS,-0.2,2.7130555555555556,39.735,1030
2021-01-08,5860E,"MOGUER, EL ARENOSILLO",HUELVA,5.4,-6.7380555555555555,37.09805555555556,41
2021-01-08,2465,SEGOVIA,SEGOVIA,-7.4,-4.126388888888888,40.945277777777775,1005
2021-01-08,B228,"PALMA, PUERTO",ILLES BALEARS,6.7,2.625277777777778,39.555277777777775,3
2021-01-08,B013X,"ESCORCA, LLUC",ILLES BALEARS,3.1,2.8858333333333333,39.82333333333334,490
2021-01-08,4090Y,SAN CLEMENTE,CUENCA,-0.1,-2.4205555555555556,39.416666666666664,728
2021-01-08,0324A,RIPOLL,GIRONA,-7.2,2.196111111111111,42.19138888888889,675
2021-01-08,5995B,VEJER DE LA FRONTERA,CADIZ,9,-5.965,36.245555555555555,186
2021-01-08,1473A,PADRÓN,A CORUÑA,-1.5,-8.627222222222223,42.73833333333334,100
2021-01-08,1024E,"DONOSTIA/SAN SEBASTIÁN, IGUELDO",GIPUZKOA,0,-2.041111111111111,43.30638888888888,251
2021-01-08,9619,LA SEU D'URGELL,LLEIDA,-10.4,1.4630555555555556,42.35472222222222,677
2021-01-08,5427X,DOÑA MENCÍA,CORDOBA,4.2,-4.353888888888888,37.55611111111111,650
2021-01-08,1082,BILBAO AEROPUERTO,BIZKAIA,-0.3,-2.906388888888889,43.29805555555556,42
2021-01-08,B569X,CAPDEPERA,ILLES BALEARS,6.9,3.4780555555555557,39.71666666666667,57
2021-01-08,7145D,CIEZA,MURCIA,1.6,-1.3805555555555555,38.23277777777778,265
2021-01-08,5402,CÓRDOBA AEROPUERTO,CORDOBA,5.5,-4.846666666666667,37.848888888888894,90
2021-01-08,1387E,A CORUÑA AEROPUERTO,A CORUÑA,-3.2,-8.371944444444445,43.30694444444444,98
2021-01-08,5641X,ÉCIJA,SEVILLA,6.8,-5.085,37.51611111111111,130
2021-01-08,4148,VISO DEL MARQUÉS,CIUDAD REAL,-0.1,-3.5666666666666664,38.518055555555556,804
2021-01-08,1002Y,"BAZTAN, IRURITA",NAVARRA,-4.6,-1.5430555555555554,43.13583333333333,183
2021-01-08,6058I,ESTEPONA,MALAGA,10.2,-5.155,36.41694444444444,19
2021-01-08,9898,"HUESCA, AEROPUERTO",HUESCA,-6.7,-0.32555555555555554,42.08444444444444,546
2021-01-08,9569A,CALANDA,TERUEL,-3.4,-0.23777777777777778,40.946666666666665,466
2021-01-08,1505,LUGO AEROPUERTO,LUGO,-4.1,-7.4575000000000005,43.11138888888889,445
2021-01-08,2661,"LEÓN, VIRGEN DEL CAMINO",LEON,-8.1,-5.651111111111112,42.58833333333334,912
2021-01-08,7096B,HELLÍN,ALBACETE,-0.1,-1.7030555555555555,38.54194444444444,646
2021-01-08,5960,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,6.8,-6.055833333333333,36.75055555555556,27
2021-01-08,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,-1.6,-0.935,41.62083333333334,254
2021-01-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,6.3,-0.5708333333333333,38.282777777777774,43
2021-01-08,8500A,CASTELLÓN - ALMASSORA,CASTELLON,4.2,-0.07194444444444445,39.95722222222223,43
2021-01-08,5796,MORÓN DE LA FRONTERA,SEVILLA,6.8,-5.6113888888888885,37.16444444444444,87
2021-01-08,5047E,BAZA,GRANADA,1,-2.735,37.505833333333335,785
2021-01-08,5972X,SAN FERNANDO,CADIZ,8.1,-6.205555555555556,36.46555555555556,28
2021-01-08,1475X,SANTIAGO DE COMPOSTELA,A CORUÑA,-0.3,-8.555833333333334,42.876111111111115,240
2021-01-08,0076,BARCELONA AEROPUERTO,BARCELONA,1.2,2.0700000000000003,41.29277777777778,4
2021-01-08,4061X,QUINTANAR DE LA ORDEN,TOLEDO,1.3,-3.0469444444444442,39.597500000000004,691
2021-01-08,3110C,BUITRAGO DEL LOZOYA,MADRID,-9.3,-3.613611111111111,41.00694444444444,1030
2021-01-08,9990X,"NAUT ARAN, ARTIES",LLEIDA,-12.7,0.8769444444444445,42.70027777777778,1161
2021-01-08,8325X,POLINYÀ DE XÚQUER,VALENCIA,4.6,-0.3719444444444444,39.18472222222222,12
2021-01-08,2867,SALAMANCA AEROPUERTO,SALAMANCA,-6.4,-5.498333333333333,40.95944444444445,790
2021-01-08,B346X,PORRERES,ILLES BALEARS,5.8,3.0191666666666666,39.52166666666667,120
2021-01-08,2235U,CERVERA DE PISUERGA,PALENCIA,-6.6,-4.52,42.870555555555555,1140
2021-01-08,1221D,PAJARES-VALGRANDE,ASTURIAS,-8.2,-5.776388888888889,42.978611111111114,1480
2021-01-08,2775X,VILLARDECIERVOS,ZAMORA,-8.9,-6.279722222222222,41.94138888888889,850
2021-01-08,9981A,ESTACIÓN DE TORTOSA (ROQUETES),TARRAGONA,1.2,0.49333333333333335,40.82027777777778,50
2021-01-08,3434X,NAVALMORAL DE LA MATA,CACERES,-2,-5.5825,39.94583333333333,269
2021-01-08,1041A,ZUMAIA,GIPUZKOA,-1.3,-2.2511111111111113,43.30222222222222,28
2021-01-08,4267X,HINOJOSA DEL DUQUE,CORDOBA,2.2,-5.1211111111111105,38.49861111111111,551
2021-01-08,9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,-5.6,-1.475277777777778,42.198611111111106,295
2021-01-08,4386B,LLERENA,BADAJOZ,1.3,-6.016944444444444,38.23166666666667,655
2021-01-08,4452,BADAJOZ AEROPUERTO,BADAJOZ,1.4,-6.813888888888889,38.88333333333333,185
2021-01-08,3391,SOTILLO DE LA ADRADA,AVILA,-0.8,-4.590833333333333,40.28861111111111,630
2021-01-08,5390Y,VILLANUEVA DE CÓRDOBA,CORDOBA,1.2,-4.608888888888888,38.33305555555556,750
2021-01-08,9263X,"ARANGUREN, ILUNDAIN",NAVARRA,-5.6,-1.5325,42.77611111111111,572
2021-01-08,3111D,SOMOSIERRA,MADRID,-9.4,-3.5802777777777774,41.135555555555555,1450
2021-01-08,3013,MOLINA DE ARAGÓN,GUADALAJARA,-4.5,-1.8788888888888888,40.84166666666667,1062
2021-01-08,8293X,XÀTIVA,VALENCIA,3.8,-0.5236111111111111,39.001666666666665,88
2021-01-08,0372C,PORQUERES,GIRONA,-4.5,2.763611111111111,42.10444444444445,157
2021-01-08,5704B,CAZALLA DE LA SIERRA,SEVILLA,2.3,-5.769722222222222,37.92638888888889,550
2021-01-08,8414A,VALENCIA AEROPUERTO,VALENCIA,4.1,-0.4747222222222222,39.485,56
2021-01-08,1735X,XINZO DE LIMIA,OURENSE,-6.9,-7.733611111111111,42.07916666666667,616
2021-01-08,5270B,JAÉN,JAEN,3.5,-3.8088888888888888,37.777499999999996,580
2021-01-08,9563X,CASTELLFORT,CASTELLON,-5.1,-0.18666666666666665,40.49861111111111,1220
2021-01-08,1700X,O CARBALLIÑO,OURENSE,-3.9,-8.092500000000001,42.421388888888885,400
2021-01-08,3526X,CORIA,CACERES,-1.1,-6.5575,40.00361111111111,313
2021-01-08,1387,A CORUÑA,A CORUÑA,2.9,-8.421388888888888,43.365833333333335,58
2021-01-08,9381I,CALAMOCHA,TERUEL,-3.6,-1.2933333333333332,40.92611111111111,890
2021-01-08,4121,CIUDAD REAL,CIUDAD REAL,0.4,-3.9202777777777778,38.98916666666667,628
2021-01-08,8177A,CHINCHILLA,ALBACETE,-1.2,-1.66,38.93583333333333,880
2021-01-08,1183X,LLANES,ASTURIAS,4.6,-4.748055555555555,43.42027777777778,10
2021-01-08,8368U,TERUEL,TERUEL,-2.8,-1.1241666666666668,40.35055555555556,900
2021-01-08,8178D,ALBACETE,ALBACETE,0,-1.8622222222222222,39.00555555555555,676
2021-01-08,8416Y,"VALÈNCIA, VIVEROS",VALENCIA,4.3,-0.3663888888888889,39.480555555555554,11
2021-01-08,5783,SEVILLA AEROPUERTO,SEVILLA,6.7,-5.879166666666667,37.416666666666664,34
2021-01-08,1400,FISTERRA,A CORUÑA,3.2,-9.29138888888889,42.92472222222222,230
2021-01-08,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,10.6,-4.4816666666666665,36.717777777777776,54
2021-01-08,5530E,GRANADA AEROPUERTO,GRANADA,4.4,-3.7894444444444444,37.189722222222215,567
2021-01-08,6084X,FUENGIROLA,MALAGA,,-4.618333333333334,36.53861111111111,8
2021-01-08,1078I,GÜEÑES,BIZKAIA,-0.9,-3.104722222222222,43.20333333333333,208
2021-01-08,9208E,ARAGÜÉS DEL PUERTO,HUESCA,-9.2,-0.6730555555555555,42.70888888888889,1040
2021-01-08,0200E,"BARCELONA, FABRA",BARCELONA,-0.2,2.1241666666666665,41.41833333333333,408
2021-01-08,9019B,"VALDERREDIBLE, POLIENTES",CANTABRIA,-5.6,-3.933888888888889,42.80638888888888,720
2021-01-08,2946X,SAELICES EL CHICO,SALAMANCA,-3.2,-6.6,40.635,680
2021-01-08,1549,PONFERRADA,LEON,-7.3,-6.6,42.56388888888888,534
2021-01-08,3100B,ARANJUEZ,MADRID,,-3.546111111111111,40.06722222222223,540
2021-01-08,4147X,VALDEPEÑAS,CIUDAD REAL,0.5,-3.391388888888889,38.75055555555556,700
2021-01-08,2400E,AUTILLA DEL PINO,PALENCIA,-6,-4.602777777777778,41.995555555555555,874
2021-01-08,5000C,CEUTA,CEUTA,11.6,-5.3469444444444445,35.88861111111111,87
2021-01-08,9051,MEDINA DE POMAR,BURGOS,-6,-3.4827777777777778,42.919999999999995,580
2021-01-08,7275C,YECLA,MURCIA,0,-1.159722222222222,38.60166666666667,640
2021-01-08,2298,PALACIOS DE LA SIERRA,BURGOS,-14.9,-3.131666666666667,41.959722222222226,1080
2021-01-08,3168D,GUADALAJARA,GUADALAJARA,-2.7,-3.15,40.63027777777778,721
2021-01-08,9585,LA MOLINA,GIRONA,-8.9,1.9394444444444445,42.3325,1703
2021-01-08,2462,PUERTO DE NAVACERRADA,MADRID,-9.5,-4.010555555555555,40.793055555555554,1894
2021-01-08,2630X,PUERTO DE SAN ISIDRO,LEON,-12.9,-5.376944444444444,43.06222222222222,1510
2021-01-08,B278,"PALMA DE MALLORCA, AEROPUERTO",ILLES BALEARS,6.2,2.736666666666667,39.56083333333333,8
2021-01-08,3298X,SAN PABLO DE LOS MONTES,TOLEDO,-2.9,-4.350555555555555,39.54694444444444,917
2021-01-08,4244X,HERRERA DEL DUQUE,BADAJOZ,0.5,-5.062222222222222,39.169444444444444,447
2021-01-08,2539,VALLADOLID AEROPUERTO,VALLADOLID,-4.7,-4.855555555555555,41.71194444444445,846
2021-01-08,7178I,MURCIA,MURCIA,4.2,-1.1708333333333334,38.00194444444445,61
2021-01-08,2444,ÁVILA,AVILA,-8.6,-4.680000000000001,40.659166666666664,1130
2021-01-08,6302A,ABLA,ALMERIA,,-2.78,37.14138888888889,869
2021-01-08,3196,"MADRID, CUATRO VIENTOS",MADRID,-1.8,-3.786111111111111,40.37555555555556,690
2021-01-08,2030,SORIA,SORIA,-11.1,-2.4830555555555556,41.775,1082
2021-01-08,4560Y,ALAJAR,HUELVA,1.4,-6.675000000000001,37.868611111111115,572
2021-01-08,1050J,ELGOIBAR,GIPUZKOA,-3.5,-2.413333333333333,43.20944444444445,119
2021-01-08,0149X,MANRESA,BARCELONA,-4.4,1.840277777777778,41.72,291
2021-01-08,8309X,UTIEL,VALENCIA,-0.1,-1.2447222222222223,39.57555555555556,758
2021-01-08,1393,CABO VILÁN,A CORUÑA,4.1,-9.210833333333333,43.160555555555554,50
2021-01-08,1495,VIGO AEROPUERTO,PONTEVEDRA,-2.4,-8.623888888888889,42.23861111111111,261
2021-01-08,1249X,OVIEDO,ASTURIAS,-2.1,-5.874166666666667,43.35333333333333,336
2021-01-08,5582A,LOJA,GRANADA,,-4.152777777777779,37.16111111111111,760
2021-01-08,6155A,MÁLAGA AEROPUERTO,MALAGA,10.3,-4.482222222222222,36.66611111111111,5
2021-01-08,3576X,VALENCIA DE ALCÁNTARA,CACERES,0,-7.231111111111111,39.414722222222224,444
2021-01-08,2870,SALAMANCA,SALAMANCA,-4,-5.662222222222223,40.9575,775
2021-01-08,9201K,JACA,HUESCA,-11.8,-0.5469444444444445,42.57888888888889,823
2021-01-08,1351,ESTACA DE BARES,A CORUÑA,5.1,-7.684722222222223,43.78611111111111,80
2021-01-08,3266A,PUERTO ALTO DEL LEÓN,MADRID,-8.1,-4.141944444444444,40.70638888888889,1532
2021-01-08,1631E,A POBRA DE TRIVES,OURENSE,-7.8,-7.2825,42.339444444444446,840
2021-01-08,7012C,CARTAGENA,MURCIA,6.1,-0.9877777777777778,37.60111111111111,17
2021-01-08,1057B,MACHICHACO,BIZKAIA,3.3,-2.7527777777777778,43.45388888888889,93
2021-01-08,3338,ROBLEDO DE CHAVELA,MADRID,-5.2,-4.25,40.42777777777778,763
2021-01-08,2374X,CARRIÓN DE LOS CONDES,PALENCIA,-4.6,-4.617222222222223,42.350833333333334,830
2021-01-08,1484C,PONTEVEDRA,PONTEVEDRA,-1.2,-8.615833333333333,42.43833333333333,108
2021-01-08,0252D,ARENYS DE MAR,BARCELONA,1.3,2.54,41.587500000000006,74
2021-01-08,5911A,GRAZALEMA,CADIZ,3.9,-5.3741666666666665,36.760555555555555,913
2021-01-08,1428,SANTIAGO DE COMPOSTELA AEROPUERTO,A CORUÑA,-1.8,-8.410555555555556,42.88805555555555,370
2021-01-08,0201D,BARCELONA,BARCELONA,2.3,2.2,41.39055555555556,6
2021-01-08,9091O,FORONDA-TXOKIZA,ARABA/ALAVA,-6.9,-2.735,42.88194444444444,513
2021-01-08,3365A,TALAVERA DE LA REINA,TOLEDO,-1.9,-4.863611111111111,39.95861111111111,372
2021-01-08,5298X,ANDÚJAR,JAEN,4.4,-4.0633333333333335,38.02305555555555,202
2021-01-08,6000A,MELILLA,MELILLA,13.6,-2.956388888888889,35.27638888888889,52
2021-01-08,5973,CÁDIZ,CADIZ,8.1,-6.257777777777778,36.499722222222225,2
2021-01-08,2916A,VITIGUDINO,SALAMANCA,-5.4,-6.437777777777778,41.01138888888889,769
2021-01-08,2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,-10.4,-3.475277777777778,41.19194444444444,1798
2021-01-08,9771C,LLEIDA,LLEIDA,-4,0.5980555555555556,41.626111111111115,185
2021-01-08,9390,DAROCA,ZARAGOZA,-4.4,-1.41,41.114444444444445,779
2021-01-08,2614,ZAMORA,ZAMORA,-6.2,-5.735277777777778,41.51555555555556,656
2021-01-08,1208H,"GIJÓN, PUERTO",ASTURIAS,2.1,-5.700833333333334,43.559999999999995,5
2021-01-08,1037Y,ZUMARRAGA,GIPUZKOA,-4.7,-2.3175,43.080000000000005,420
2021-01-08,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,2.6,-6.765,38.29861111111111,381
2021-01-08,9001D,REINOSA,CANTABRIA,-8.3,-4.160555555555556,42.99194444444444,870
2021-01-08,8096,CUENCA,CUENCA,-0.5,-2.1319444444444446,40.06722222222223,948
2021-01-08,6325O,ALMERÍA AEROPUERTO,ALMERIA,8.4,-2.3569444444444447,36.84638888888889,21
2021-01-08,1542,PUERTO DE LEITARIEGOS,ASTURIAS,-12.2,-6.4141666666666675,42.994166666666665,1530
2021-01-08,1111X,SANTANDER,CANTABRIA,2.4,-3.8005555555555555,43.49111111111111,52
2021-01-08,4642E,"HUELVA, RONDA ESTE",HUELVA,5.7,-6.911666666666667,37.27833333333333,19
2021-01-08,2422,VALLADOLID,VALLADOLID,-4,-4.754444444444444,41.64083333333333,735
2021-01-08,5910,"ROTA, BASE NAVAL",CADIZ,6.8,-6.3325,36.638888888888886,21
2021-01-08,9091R,VITORIA GASTEIZ AEROPUERTO,ARABA/ALAVA,-7.5,-2.7327777777777778,42.871944444444445,513
2021-01-08,4549Y,AYAMONTE,HUELVA,7,-7.3950000000000005,37.19472222222222,2
2021-01-08,3130C,SIGÜENZA,GUADALAJARA,-8.8,-2.618055555555556,41.08638888888889,1005
2021-01-08,2737E,LAGUNAS DE SOMOZA,LEON,-11.7,-6.196666666666667,42.3775,1020
2021-01-08,1210X,CABO PEÑAS,ASTURIAS,2.7,-5.8486111111111105,43.655833333333334,100
2021-01-08,B954,"IBIZA, AEROPUERTO",ILLES BALEARS,7.5,1.3844444444444444,38.87638888888889,6
2021-01-08,3469A,CÁCERES,CACERES,-0.5,-6.338888888888889,39.47138888888889,394
2021-01-08,8050X,JÁVEA/ XÀBIA,ALICANTE,7.8,0.16777777777777778,38.78361111111111,15
2021-01-08,9262,PAMPLONA,NAVARRA,-5.2,-1.6383333333333332,42.81777777777778,450
2021-01-08,6001,TARIFA,CADIZ,11.1,-5.598888888888888,36.013888888888886,32
2021-01-08,9263D,"PAMPLONA, AEROPUERTO",NAVARRA,-6.6,-1.65,42.776944444444446,459
2021-01-08,3044X,CAÑIZARES,CUENCA,-3.4,-2.15,40.530277777777776,928
